locus_tag	ftype	length_bp	gene	EC_number	COG	product
IFJHKHAP_01326	CDS	1284	aroA	2.5.1.19	COG0128	3-phosphoshikimate 1-carboxyvinyltransferase
IFJHKHAP_01327	CDS	762	ycaL	3.4.-.-	COG0501	Metalloprotease YcaL
IFJHKHAP_01328	CDS	684	cmk	2.7.4.25	COG0283	Cytidylate kinase
IFJHKHAP_01329	CDS	1674	rpsA		COG0539	30S ribosomal protein S1
IFJHKHAP_01330	CDS	285	ihfB		COG0776	Integration host factor subunit beta
IFJHKHAP_01331	CDS	2265				hypothetical protein
IFJHKHAP_01332	CDS	1749	msbA	7.5.2.6	COG1132	Lipid A export ATP-binding/permease protein MsbA
IFJHKHAP_01333	CDS	978	lpxK	2.7.1.130	COG1663	Tetraacyldisaccharide 4'-kinase
IFJHKHAP_01334	CDS	1233				hypothetical protein
IFJHKHAP_01335	CDS	183				hypothetical protein
IFJHKHAP_01336	CDS	747	kdsB	2.7.7.38	COG1212	3-deoxy-manno-octulosonate cytidylyltransferase
IFJHKHAP_01337	CDS	894				hypothetical protein
IFJHKHAP_01338	CDS	777				hypothetical protein
IFJHKHAP_01339	CDS	804	cmoM	2.1.1.-	COG0500	tRNA 5-carboxymethoxyuridine methyltransferase
IFJHKHAP_01340	CDS	1323	mukF		COG3006	Chromosome partition protein MukF
IFJHKHAP_01341	CDS	705	mukE		COG3095	Chromosome partition protein MukE
IFJHKHAP_01342	CDS	4467	mukB		COG3096	Chromosome partition protein MukB
IFJHKHAP_01343	CDS	1842	ycbB	2.-.-.-	COG2989	putative L,D-transpeptidase YcbB
IFJHKHAP_01344	CDS	549				hypothetical protein
IFJHKHAP_01345	CDS	648	gloC	3.1.2.6	COG0491	Hydroxyacylglutathione hydrolase GloC
IFJHKHAP_01346	CDS	1191	aspC	2.6.1.1	COG1448	Aspartate aminotransferase
IFJHKHAP_01347	CDS	1092	ompF		COG3203	Outer membrane porin F
IFJHKHAP_01348	CDS	153				hypothetical protein
IFJHKHAP_01349	CDS	1401	asnS	6.1.1.22	COG0017	Asparagine--tRNA ligase
IFJHKHAP_01350	CDS	462	lrp_2		COG1522	Leucine-responsive regulatory protein
IFJHKHAP_01351	CDS	1215	dpaL	4.3.1.15	COG1171	Diaminopropionate ammonia-lyase
IFJHKHAP_01352	CDS	1437	alsT_1		COG1115	Amino-acid carrier protein AlsT
IFJHKHAP_01353	CDS	1203	pncB	6.3.4.21	COG1488	Nicotinate phosphoribosyltransferase
IFJHKHAP_01354	CDS	1293	intQ		COG0582	Putative defective protein IntQ
IFJHKHAP_01355	CDS	249				hypothetical protein
IFJHKHAP_01356	CDS	240				hypothetical protein
IFJHKHAP_01357	CDS	1110				hypothetical protein
IFJHKHAP_01358	CDS	2928				hypothetical protein
IFJHKHAP_01359	CDS	144				hypothetical protein
IFJHKHAP_01360	CDS	1590	purH		COG0138	Bifunctional purine biosynthesis protein PurH
IFJHKHAP_01361	CDS	1290	purD	6.3.4.13	COG0151	Phosphoribosylamine--glycine ligase
IFJHKHAP_01362	CDS	1326	zraR		COG2204	Transcriptional regulatory protein ZraR
IFJHKHAP_01363	CDS	1587	zraS	2.7.13.3		Sensor protein ZraS
IFJHKHAP_01364	CDS	456	zraP		COG3678	Zinc resistance-associated protein
IFJHKHAP_01365	CDS	693				hypothetical protein
IFJHKHAP_01366	CDS	273	hupA			DNA-binding protein HU-alpha
IFJHKHAP_01367	CDS	591			COG3068	putative protein
IFJHKHAP_01368	CDS	672	nfi	3.1.21.7	COG1515	Endonuclease V
IFJHKHAP_01369	CDS	1065	hemE	4.1.1.37	COG0407	Uroporphyrinogen decarboxylase
IFJHKHAP_01370	CDS	774	nudC	3.6.1.22	COG2816	NADH pyrophosphatase
IFJHKHAP_01371	CDS	489	rsd		COG3160	Regulator of sigma D
IFJHKHAP_01372	CDS	1896	thiC	4.1.99.17	COG0422	Phosphomethylpyrimidine synthase
IFJHKHAP_01373	CDS	636	thiE	2.5.1.3	COG0352	Thiamine-phosphate synthase
IFJHKHAP_01374	CDS	759	thiF	2.7.7.73	COG0476	Sulfur carrier protein ThiS adenylyltransferase
IFJHKHAP_01375	CDS	174	thiS		COG2104	Sulfur carrier protein ThiS
IFJHKHAP_01376	CDS	771	thiG	2.8.1.10	COG2022	Thiazole synthase
IFJHKHAP_01377	CDS	1134	thiH	4.1.99.19	COG1060	2-iminoacetate synthase
IFJHKHAP_01378	CDS	1011				hypothetical protein
IFJHKHAP_01379	CDS	138				hypothetical protein
IFJHKHAP_01380	CDS	279				hypothetical protein
IFJHKHAP_01381	CDS	4224	rpoC	2.7.7.6	COG0086	DNA-directed RNA polymerase subunit beta'
IFJHKHAP_01382	CDS	4029	rpoB	2.7.7.6	COG0085	DNA-directed RNA polymerase subunit beta
IFJHKHAP_01383	CDS	366	rplL		COG0222	50S ribosomal protein L7/L12
IFJHKHAP_01384	CDS	498	rplJ		COG0244	50S ribosomal protein L10
IFJHKHAP_01385	CDS	705	rplA		COG0081	50S ribosomal protein L1
IFJHKHAP_01386	CDS	429	rplK		COG0080	50S ribosomal protein L11
IFJHKHAP_01387	CDS	546	nusG		COG0250	Transcription termination/antitermination protein NusG
IFJHKHAP_01388	CDS	384	secE		COG0690	Protein translocase subunit SecE
IFJHKHAP_01389	CDS	891	tuf1_1			Elongation factor Tu 1
IFJHKHAP_01390	CDS	561	torD_2			Chaperone protein TorD
IFJHKHAP_01391	CDS	2280	ynfE_1	1.8.99.-	COG0243	Putative dimethyl sulfoxide reductase chain YnfE
IFJHKHAP_01392	CDS	558	rsxB_1	7.-.-.-		Ion-translocating oxidoreductase complex subunit B
IFJHKHAP_01393	CDS	768				hypothetical protein
IFJHKHAP_01394	CDS	429	uspG		COG0589	Universal stress protein UP12
IFJHKHAP_01395	CDS	1239		1.1.1.1	COG1063	putative zinc-binding alcohol dehydrogenase
IFJHKHAP_01396	CDS	411	rnk		COG0782	Regulator of nucleoside diphosphate kinase
IFJHKHAP_01397	CDS	297	rna_1	4.6.1.21	COG3719	Ribonuclease I
IFJHKHAP_01398	CDS	489	rna_2	4.6.1.21	COG3719	Ribonuclease I
IFJHKHAP_01399	CDS	1464	ttdT		COG0471	L-tartrate/succinate antiporter
IFJHKHAP_01400	CDS	897	citG_2	2.4.2.52	COG1767	2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase
IFJHKHAP_01401	CDS	552	citX_1	2.7.7.61	COG3697	Apo-citrate lyase phosphoribosyl-dephospho-CoA transferase
IFJHKHAP_01402	CDS	1530	citF_1	4.1.3.6	COG3051	Citrate lyase alpha chain
IFJHKHAP_01403	CDS	909	citE_1	4.1.3.6	COG2301	Citrate lyase subunit beta
IFJHKHAP_01404	CDS	297	citD_1		COG3052	Citrate lyase acyl carrier protein
IFJHKHAP_01405	CDS	1077	citC_1	6.2.1.22	COG3053	[Citrate [pro-3S]-lyase] ligase
IFJHKHAP_01406	CDS	1662	dpiB	2.7.13.3	COG3290	Sensor histidine kinase DpiB
IFJHKHAP_01407	CDS	681	dpiA		COG4565	Transcriptional regulatory protein DpiA
IFJHKHAP_01408	CDS	1386	dcuD		COG3069	Putative cryptic C4-dicarboxylate transporter DcuD
IFJHKHAP_01409	CDS	573	pagP	2.3.1.251		Lipid A palmitoyltransferase PagP
IFJHKHAP_01410	CDS	210	cspE			Cold shock-like protein CspE
IFJHKHAP_01411	CDS	384	crcB		COG0239	Putative fluoride ion transporter CrcB
IFJHKHAP_01412	CDS	789	ybeM	3.5.1.128		Deaminated glutathione amidase
IFJHKHAP_01413	CDS	204	tatE		COG1826	Sec-independent protein translocase protein TatE
IFJHKHAP_01414	CDS	966	lipA	2.8.1.8	COG0320	Lipoyl synthase
IFJHKHAP_01415	CDS	954	ybdO_1			putative HTH-type transcriptional regulator YbdO
IFJHKHAP_01416	CDS	642	lipB	2.3.1.181	COG0321	Octanoyltransferase
IFJHKHAP_01417	CDS	264				hypothetical protein
IFJHKHAP_01418	CDS	1212	dacA	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacA
IFJHKHAP_01419	CDS	1146	rlpA	4.2.2.-	COG0797	Endolytic peptidoglycan transglycosylase RlpA
IFJHKHAP_01420	CDS	1113	mrdB	2.4.1.129	COG0772	Peptidoglycan glycosyltransferase MrdB
IFJHKHAP_01421	CDS	1902	mrdA_2	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase MrdA
IFJHKHAP_01422	CDS	468	rlmH	2.1.1.177	COG1576	Ribosomal RNA large subunit methyltransferase H
IFJHKHAP_01423	CDS	318	rsfS		COG0799	Ribosomal silencing factor RsfS
IFJHKHAP_01424	CDS	609	cobC	3.1.3.73	COG0406	Adenosylcobalamin/alpha-ribazole phosphatase
IFJHKHAP_01425	CDS	1095	cobD_1	4.1.1.81	COG0079	Threonine-phosphate decarboxylase
IFJHKHAP_01426	CDS	651	nadD	2.7.7.18	COG1057	Nicotinate-nucleotide adenylyltransferase
IFJHKHAP_01427	CDS	1032	holA	2.7.7.7	COG1466	DNA polymerase III subunit delta
IFJHKHAP_01428	CDS	591	lptE		COG2980	LPS-assembly lipoprotein LptE
IFJHKHAP_01429	CDS	2583	leuS	6.1.1.4	COG0495	Leucine--tRNA ligase
IFJHKHAP_01430	CDS	291	uxaA	4.2.1.7	COG2721	Altronate dehydratase
IFJHKHAP_01431	CDS	1251	suyB	4.4.1.24		(2R)-sulfolactate sulfo-lyase subunit beta
IFJHKHAP_01432	CDS	954	kdgT_1			2-keto-3-deoxygluconate permease
IFJHKHAP_01433	CDS	1929	norR_2			Anaerobic nitric oxide reductase transcription regulator NorR
IFJHKHAP_01434	CDS	474				hypothetical protein
IFJHKHAP_01435	CDS	996	esiB			Secretory immunoglobulin A-binding protein EsiB
IFJHKHAP_01436	CDS	708				hypothetical protein
IFJHKHAP_01437	CDS	1434				hypothetical protein
IFJHKHAP_01438	CDS	630				hypothetical protein
IFJHKHAP_01439	CDS	1473				hypothetical protein
IFJHKHAP_01440	CDS	1680	hscC		COG0443	Chaperone protein HscC
IFJHKHAP_01441	CDS	1239				hypothetical protein
IFJHKHAP_01442	CDS	936	rihA	3.2.-.-	COG1957	Pyrimidine-specific ribonucleoside hydrolase RihA
IFJHKHAP_01443	CDS	726	glnQ_1			Glutamine transport ATP-binding protein GlnQ
IFJHKHAP_01444	CDS	675	gltK		COG0765	Glutamate/aspartate import permease protein GltK
IFJHKHAP_01445	CDS	741	gltJ		COG0765	Glutamate/aspartate import permease protein GltJ
IFJHKHAP_01446	CDS	909	gltI		COG0834	Glutamate/aspartate import solute-binding protein
IFJHKHAP_01447	CDS	1590	lnt	2.3.1.269	COG0815	Apolipoprotein N-acyltransferase
IFJHKHAP_01448	CDS	879	corC		COG4535	Magnesium and cobalt efflux protein CorC
IFJHKHAP_01449	CDS	474	ybeY	3.1.-.-	COG0319	Endoribonuclease YbeY
IFJHKHAP_01450	CDS	1047	ybeZ		COG1702	PhoH-like protein
IFJHKHAP_01451	CDS	1425	miaB	2.8.4.3	COG0621	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
IFJHKHAP_01452	CDS	1176	ubiF	1.14.99.60	COG0654	3-demethoxyubiquinol 3-hydroxylase
IFJHKHAP_01453	CDS	576				hypothetical protein
IFJHKHAP_01454	tRNA	75				tRNA-Gln(ctg)
IFJHKHAP_01455	tRNA	75				tRNA-Gln(ctg)
IFJHKHAP_01456	tRNA	77				tRNA-Met(cat)
IFJHKHAP_01457	tRNA	75				tRNA-Gln(ttg)
IFJHKHAP_01458	tRNA	75				tRNA-Gln(ttg)
IFJHKHAP_01459	tRNA	85				tRNA-Leu(tag)
IFJHKHAP_01460	tRNA	77				tRNA-Met(cat)
IFJHKHAP_01461	CDS	1665	asnB	6.3.5.4	COG0367	Asparagine synthetase B [glutamine-hydrolyzing]
IFJHKHAP_01462	CDS	753	nagD	3.1.3.5	COG0647	Ribonucleotide monophosphatase NagD
IFJHKHAP_01463	CDS	1221	nagC		COG1940	N-acetylglucosamine repressor
IFJHKHAP_01464	CDS	1215	nagA	3.5.1.25	COG1820	N-acetylglucosamine-6-phosphate deacetylase
IFJHKHAP_01465	CDS	801	nagB	3.5.99.6	COG0363	Glucosamine-6-phosphate deaminase
IFJHKHAP_01466	CDS	1953	nagE		COG1263	PTS system N-acetylglucosamine-specific EIICBA component
IFJHKHAP_01467	CDS	1668	glnS	6.1.1.18	COG0008	Glutamine--tRNA ligase
IFJHKHAP_01468	CDS	1407	chiP			Chitoporin
IFJHKHAP_01469	CDS	333	chiQ			putative lipoprotein ChiQ
IFJHKHAP_01470	CDS	1305	proP_1			Proline/betaine transporter
IFJHKHAP_01471	CDS	1140				hypothetical protein
IFJHKHAP_01472	CDS	1404	ifcA	1.3.5.4	COG1053	Fumarate reductase flavoprotein subunit
IFJHKHAP_01473	CDS	927	catM			HTH-type transcriptional regulator CatM
IFJHKHAP_01474	CDS	453	fur		COG0735	Ferric uptake regulation protein
IFJHKHAP_01475	CDS	531	fldA		COG0716	Flavodoxin 1
IFJHKHAP_01476	CDS	282	ybfE			putative protein YbfE
IFJHKHAP_01477	CDS	771	ybfF	3.1.-.-	COG0596	Esterase YbfF
IFJHKHAP_01478	CDS	543	seqA		COG3057	Negative modulator of initiation of replication
IFJHKHAP_01479	CDS	1641	pgm	5.4.2.2	COG0033	Phosphoglucomutase
IFJHKHAP_01480	CDS	486				hypothetical protein
IFJHKHAP_01481	CDS	1320	potE		COG0531	Putrescine transporter PotE
IFJHKHAP_01482	CDS	2199	speF	4.1.1.17	COG1982	Inducible ornithine decarboxylase
IFJHKHAP_01483	CDS	105				hypothetical protein
IFJHKHAP_01484	CDS	678	kdpE		COG0745	KDP operon transcriptional regulatory protein KdpE
IFJHKHAP_01485	CDS	2685	kdpD	2.7.13.3	COG2205	Sensor protein KdpD
IFJHKHAP_01486	CDS	585	kdpC		COG2156	Potassium-transporting ATPase KdpC subunit
IFJHKHAP_01487	CDS	2049	kdpB	7.2.2.6	COG2216	Potassium-transporting ATPase ATP-binding subunit
IFJHKHAP_01488	CDS	1680	kdpA		COG2060	Potassium-transporting ATPase potassium-binding subunit
IFJHKHAP_01489	CDS	207				hypothetical protein
IFJHKHAP_01490	CDS	1422	phrB	4.1.99.3	COG0415	Deoxyribodipyrimidine photo-lyase
IFJHKHAP_01491	CDS	1482	dtpD		COG3104	Dipeptide permease D
IFJHKHAP_01492	CDS	744	ybgI		COG0327	GTP cyclohydrolase 1 type 2 
IFJHKHAP_01493	CDS	657	pxpB	3.5.2.9	COG2049	5-oxoprolinase subunit B
IFJHKHAP_01494	CDS	933	pxpC	3.5.2.9	COG1984	5-oxoprolinase subunit C
IFJHKHAP_01495	CDS	735	pxpA	3.5.2.9	COG1540	5-oxoprolinase subunit A
IFJHKHAP_01496	CDS	567				ISKra4 family transposase ISCep1
IFJHKHAP_01497	CDS	222				hypothetical protein
IFJHKHAP_01498	CDS	741				hypothetical protein
IFJHKHAP_01499	CDS	1152	rfbD_1	5.4.99.9		UDP-galactopyranose mutase
IFJHKHAP_01500	CDS	894				hypothetical protein
IFJHKHAP_01501	CDS	1134	pglA	2.4.1.290		N,N'-diacetylbacillosaminyl-diphospho-undecaprenol alpha-1,3-N-acetylgalactosaminyltransferase
IFJHKHAP_01502	CDS	771				hypothetical protein
IFJHKHAP_01503	CDS	711	tagH	7.5.2.4	COG1134	Teichoic acids export ATP-binding protein TagH
IFJHKHAP_01504	CDS	1779				hypothetical protein
IFJHKHAP_01505	CDS	834				hypothetical protein
IFJHKHAP_01506	CDS	1950				hypothetical protein
IFJHKHAP_01507	CDS	138				hypothetical protein
IFJHKHAP_01508	CDS	792	nei	3.2.2.-	COG0266	Endonuclease 8
IFJHKHAP_01509	CDS	1047				hypothetical protein
IFJHKHAP_01510	CDS	1284	gltA	2.3.3.16	COG0372	Citrate synthase
IFJHKHAP_01511	CDS	246				hypothetical protein
IFJHKHAP_01512	CDS	405	sdhC		COG2009	Succinate dehydrogenase cytochrome b556 subunit
IFJHKHAP_01513	CDS	348	sdhD		COG2142	Succinate dehydrogenase hydrophobic membrane anchor subunit
IFJHKHAP_01514	CDS	1767	sdhA	1.3.5.1	COG1053	Succinate dehydrogenase flavoprotein subunit
IFJHKHAP_01515	CDS	717	sdhB	1.3.5.1	COG0479	Succinate dehydrogenase iron-sulfur subunit
IFJHKHAP_01516	CDS	2802	sucA	1.2.4.2	COG0567	2-oxoglutarate dehydrogenase E1 component
IFJHKHAP_01517	CDS	1209	sucB	2.3.1.61	COG0508	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex
IFJHKHAP_01518	CDS	1167	sucC	6.2.1.5	COG0045	Succinate--CoA ligase [ADP-forming] subunit beta
IFJHKHAP_01519	CDS	870	sucD	6.2.1.5	COG0074	Succinate--CoA ligase [ADP-forming] subunit alpha
IFJHKHAP_01520	CDS	126				hypothetical protein
IFJHKHAP_01521	CDS	1569	cydA	7.1.1.7	COG1271	Cytochrome bd-I ubiquinol oxidase subunit 1
IFJHKHAP_01522	CDS	1140	cydB	7.1.1.7	COG1294	Cytochrome bd-I ubiquinol oxidase subunit 2
IFJHKHAP_01523	CDS	114	cydX	7.1.1.7	COG4890	Cytochrome bd-I ubiquinol oxidase subunit X
IFJHKHAP_01524	CDS	282				hypothetical protein
IFJHKHAP_01525	CDS	405	ybgC	3.1.2.-	COG0824	Acyl-CoA thioester hydrolase YbgC
IFJHKHAP_01526	CDS	693	tolQ		COG0811	Tol-Pal system protein TolQ
IFJHKHAP_01527	CDS	429	tolR		COG0848	Tol-Pal system protein TolR
IFJHKHAP_01528	CDS	1224				hypothetical protein
IFJHKHAP_01529	CDS	1293	tolB		COG0823	Tol-Pal system protein TolB
IFJHKHAP_01530	CDS	525	pal_1		COG2885	Peptidoglycan-associated lipoprotein
IFJHKHAP_01531	CDS	789	cpoB		COG1729	Cell division coordinator CpoB
IFJHKHAP_01532	tRNA	76				tRNA-Lys(ttt)
IFJHKHAP_01533	tRNA	76				tRNA-Val(tac)
IFJHKHAP_01534	tRNA	76				tRNA-Lys(ttt)
IFJHKHAP_01535	tRNA	76				tRNA-Lys(ttt)
IFJHKHAP_01536	CDS	1044	nadA	2.5.1.72	COG0379	Quinolinate synthase A
IFJHKHAP_01537	CDS	720	pnuC		COG3201	Nicotinamide riboside transporter PnuC
IFJHKHAP_01538	CDS	939	zitB		COG1230	Zinc transporter ZitB
IFJHKHAP_01539	CDS	387				hypothetical protein
IFJHKHAP_01540	CDS	1053	aroG	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Phe-sensitive
IFJHKHAP_01541	CDS	546	fumB_1	4.2.1.2	COG1838	Fumarate hydratase class I, anaerobic
IFJHKHAP_01542	CDS	846	ttdA_2	4.2.1.32	COG1951	L(+)-tartrate dehydratase subunit alpha
IFJHKHAP_01543	CDS	891	cynR			HTH-type transcriptional regulator CynR
IFJHKHAP_01544	CDS	927	yjiE_1			HTH-type transcriptional regulator YjiE
IFJHKHAP_01545	CDS	1269				hypothetical protein
IFJHKHAP_01546	CDS	246	oadG_2	7.2.4.2	COG3630	Oxaloacetate decarboxylase gamma chain
IFJHKHAP_01547	CDS	1776	oadA_1	7.2.4.2	COG0511	Oxaloacetate decarboxylase alpha chain
IFJHKHAP_01548	CDS	330				hypothetical protein
IFJHKHAP_01549	CDS	453				hypothetical protein
IFJHKHAP_01550	CDS	336				hypothetical protein
IFJHKHAP_01551	CDS	474				hypothetical protein
IFJHKHAP_01552	CDS	189				hypothetical protein
IFJHKHAP_01553	tRNA	77				tRNA-Arg(tct)
IFJHKHAP_01554	CDS	564				hypothetical protein
IFJHKHAP_01555	CDS	678				hypothetical protein
IFJHKHAP_01556	CDS	141	ylcG			putative protein YlcG
IFJHKHAP_01557	CDS	612				hypothetical protein
IFJHKHAP_01558	CDS	207				hypothetical protein
IFJHKHAP_01559	CDS	603				hypothetical protein
IFJHKHAP_01560	CDS	240	dinI_2			DNA damage-inducible protein I
IFJHKHAP_01561	CDS	282				hypothetical protein
IFJHKHAP_01562	CDS	213				hypothetical protein
IFJHKHAP_01563	CDS	474				hypothetical protein
IFJHKHAP_01564	CDS	525				hypothetical protein
IFJHKHAP_01565	CDS	348				hypothetical protein
IFJHKHAP_01566	CDS	750	dnaC_3		COG1484	DNA replication protein DnaC
IFJHKHAP_01567	CDS	978				hypothetical protein
IFJHKHAP_01568	CDS	150				hypothetical protein
IFJHKHAP_01569	CDS	144				hypothetical protein
IFJHKHAP_01570	CDS	2928				hypothetical protein
IFJHKHAP_01571	CDS	1110				hypothetical protein
IFJHKHAP_01572	CDS	240				hypothetical protein
IFJHKHAP_01573	CDS	285				hypothetical protein
IFJHKHAP_01574	CDS	1230	intA_3		COG0582	Prophage integrase IntA
IFJHKHAP_01575	CDS	480	rseC		COG3086	Protein RseC
IFJHKHAP_01576	CDS	957	rseB		COG3026	Sigma-E factor regulatory protein RseB
IFJHKHAP_01577	CDS	651	rseA			Anti-sigma-E factor RseA
IFJHKHAP_01578	CDS	576	rpoE			ECF RNA polymerase sigma-E factor
IFJHKHAP_01579	CDS	1623	nadB	1.4.3.16	COG0029	L-aspartate oxidase
IFJHKHAP_01580	CDS	738	yfiC	2.1.1.223	COG4123	tRNA1(Val) (adenine(37)-N6)-methyltransferase
IFJHKHAP_01581	CDS	1335	srmB	3.6.4.13	COG0513	ATP-dependent RNA helicase SrmB
IFJHKHAP_01582	CDS	900	yofA		COG0583	HTH-type transcriptional regulator YofA
IFJHKHAP_01583	CDS	588	eamB		COG1280	Cysteine/O-acetylserine efflux protein
IFJHKHAP_01584	CDS	384	grcA		COG3445	Autonomous glycyl radical cofactor
IFJHKHAP_01585	CDS	690	ung	3.2.2.27	COG0692	Uracil-DNA glycosylase
IFJHKHAP_01586	CDS	1038	yfiF	2.1.1.-	COG0566	putative tRNA/rRNA methyltransferase YfiF
IFJHKHAP_01587	CDS	420	trxC	1.8.1.8	COG0526	Thioredoxin 2
IFJHKHAP_01588	CDS	681				hypothetical protein
IFJHKHAP_01589	CDS	2661	pat	2.3.1.-	COG0454	Peptidyl-lysine N-acetyltransferase Pat
IFJHKHAP_01590	CDS	1356	pssA	2.7.8.8	COG1502	CDP-diacylglycerol--serine O-phosphatidyltransferase
IFJHKHAP_01591	CDS	324				hypothetical protein
IFJHKHAP_01592	CDS	1302	kgtP			Alpha-ketoglutarate permease
IFJHKHAP_01593	CDS	456				hypothetical protein
IFJHKHAP_01594	CDS	522				hypothetical protein
IFJHKHAP_01595	CDS	624				hypothetical protein
IFJHKHAP_01596	CDS	258				hypothetical protein
IFJHKHAP_01597	CDS	339				hypothetical protein
IFJHKHAP_01598	CDS	615				hypothetical protein
IFJHKHAP_01599	CDS	486				hypothetical protein
IFJHKHAP_01600	CDS	420				hypothetical protein
IFJHKHAP_01601	CDS	303				hypothetical protein
IFJHKHAP_01602	CDS	351				hypothetical protein
IFJHKHAP_01603	CDS	495				hypothetical protein
IFJHKHAP_01604	CDS	1734				hypothetical protein
IFJHKHAP_01605	CDS	183				hypothetical protein
IFJHKHAP_01606	CDS	1242				hypothetical protein
IFJHKHAP_01607	CDS	651				hypothetical protein
IFJHKHAP_01608	CDS	111				hypothetical protein
IFJHKHAP_01609	CDS	1119				hypothetical protein
IFJHKHAP_01610	CDS	201				hypothetical protein
IFJHKHAP_01611	CDS	324				hypothetical protein
IFJHKHAP_01612	CDS	405				hypothetical protein
IFJHKHAP_01613	CDS	513				hypothetical protein
IFJHKHAP_01614	CDS	561				hypothetical protein
IFJHKHAP_01615	CDS	165				hypothetical protein
IFJHKHAP_01616	CDS	1497				hypothetical protein
IFJHKHAP_01617	CDS	357				hypothetical protein
IFJHKHAP_01618	CDS	327				hypothetical protein
IFJHKHAP_01619	CDS	1932				hypothetical protein
IFJHKHAP_01620	CDS	1341				hypothetical protein
IFJHKHAP_01621	CDS	1059				hypothetical protein
IFJHKHAP_01622	CDS	534				hypothetical protein
IFJHKHAP_01623	CDS	414				hypothetical protein
IFJHKHAP_01624	CDS	639				hypothetical protein
IFJHKHAP_01625	CDS	393				hypothetical protein
IFJHKHAP_01626	CDS	588				hypothetical protein
IFJHKHAP_01627	CDS	384				hypothetical protein
IFJHKHAP_01628	CDS	1098				hypothetical protein
IFJHKHAP_01629	CDS	570				hypothetical protein
IFJHKHAP_01630	CDS	150				hypothetical protein
IFJHKHAP_01631	CDS	1008				hypothetical protein
IFJHKHAP_01632	CDS	420	umuD	3.4.21.-	COG1974	Protein UmuD
IFJHKHAP_01633	CDS	1269	umuC		COG0389	Protein UmuC
IFJHKHAP_01634	CDS	213	cspJ			Cold shock-like protein CspJ
IFJHKHAP_01635	CDS	1197	ompN_1		COG3203	Outer membrane porin N
IFJHKHAP_01636	CDS	300	yedR			Inner membrane protein YedR
IFJHKHAP_01637	CDS	696	yedJ		COG1418	putative protein YedJ
IFJHKHAP_01638	CDS	1431	dcm	2.1.1.37	COG0270	DNA-cytosine methyltransferase
IFJHKHAP_01639	CDS	471	vsr	3.1.-.-	COG3727	Very short patch repair protein
IFJHKHAP_01640	CDS	921	yedA			putative inner membrane transporter YedA
IFJHKHAP_01641	CDS	912	yedI		COG2354	Inner membrane protein YedI
IFJHKHAP_01642	CDS	186				hypothetical protein
IFJHKHAP_01643	CDS	1713	dgcQ	2.7.7.65		putative diguanylate cyclase DgcQ
IFJHKHAP_01644	CDS	816	yedP	3.1.3.70	COG3769	Mannosyl-3-phosphoglycerate phosphatase
IFJHKHAP_01645	CDS	228				hypothetical protein
IFJHKHAP_01646	CDS	195	dsrB			Protein DsrB
IFJHKHAP_01647	CDS	624	rcsA_1		COG2771	Transcriptional regulatory protein RcsA
IFJHKHAP_01648	CDS	795	fliR		COG1684	Flagellar biosynthetic protein FliR
IFJHKHAP_01649	CDS	270	fliQ		COG1987	Flagellar biosynthetic protein FliQ
IFJHKHAP_01650	CDS	738	fliP		COG1338	Flagellar biosynthetic protein FliP
IFJHKHAP_01651	CDS	378	fliO		COG3190	Flagellar protein FliO
IFJHKHAP_01652	CDS	414	fliN		COG1886	Flagellar motor switch protein FliN
IFJHKHAP_01653	CDS	1005	fliM		COG1868	Flagellar motor switch protein FliM
IFJHKHAP_01654	CDS	468				hypothetical protein
IFJHKHAP_01655	CDS	1218	fliK		COG3144	Flagellar hook-length control protein
IFJHKHAP_01656	CDS	444	fliJ		COG2882	Flagellar FliJ protein
IFJHKHAP_01657	CDS	1371	fliI	7.1.2.2	COG1157	Flagellum-specific ATP synthase
IFJHKHAP_01658	CDS	708	fliH		COG1317	Flagellar assembly protein FliH
IFJHKHAP_01659	CDS	996	fliG		COG1536	Flagellar motor switch protein FliG
IFJHKHAP_01660	CDS	1683	fliF		COG1766	Flagellar M-ring protein
IFJHKHAP_01661	CDS	315	fliE		COG1677	Flagellar hook-basal body complex protein FliE
IFJHKHAP_01662	CDS	234	yedF		COG0425	Putative sulfur carrier protein YedF
IFJHKHAP_01663	CDS	1206				hypothetical protein
IFJHKHAP_01664	CDS	426				hypothetical protein
IFJHKHAP_01665	CDS	1485	amyA	3.2.1.1	COG0366	Cytoplasmic alpha-amylase
IFJHKHAP_01666	CDS	369	fliT			Flagellar protein FliT
IFJHKHAP_01667	CDS	408	fliS		COG1516	Flagellar secretion chaperone FliS
IFJHKHAP_01668	CDS	1404	fliD		COG1345	Flagellar hook-associated protein 2
IFJHKHAP_01669	CDS	231				hypothetical protein
IFJHKHAP_01670	CDS	102				hypothetical protein
IFJHKHAP_01671	CDS	1785	sspH2_1	2.3.2.27	COG4886	E3 ubiquitin-protein ligase SspH2
IFJHKHAP_01672	CDS	597	sspH2_2	2.3.2.27	COG4886	E3 ubiquitin-protein ligase SspH2
